S_no,furnished_status,facing,car_parking,type_of_ownership,booking_amount,buy_total_price
1732,Furnished,North,0,,,4000000
1733,Semi-Furnished,South,1,,,1500000
1734,Furnished,East,1,,,8500000
1735,Semi-Furnished,,,,,1450000
1736,Unfurnished,South,0,,,2600000
1737,Unfurnished,East,2,,,7800000
1738,,South-West,,,,14500000
1740,Furnished,North-West,0,,,4600000
1741,Unfurnished,,0,,,5800000
1742,Semi-Furnished,North-East,3+,,,17000000
1743,Furnished,West,1,,,4400000
1744,Unfurnished,North,0,,,1600000
1745,Furnished,South,1,,,6500000
1746,Furnished,South,0,,,1200000
1747,Unfurnished,North,1,,,17000000
1748,Furnished,West,2,,,12500000
1749,Unfurnished,West,2,,,6800000
1750,Semi-Furnished,West,2,,,25000000
1751,Unfurnished,East,1,,,7500000
1752,Furnished,West,3,,,11000000
1753,Furnished,North,2,,,9900000
1754,Semi-Furnished,East,1,,,5250000
1755,Unfurnished,,,,,5100000
1757,Semi-Furnished,East,1,,,6400000
1758,Furnished,,0,,,2600000
1759,Unfurnished,East,0,,,4860000
1761,Furnished,North,1,,,1050000
1762,Furnished,,2,,,1450000
1764,Unfurnished,South,1,,,900000
1765,Unfurnished,North,0,,,3100000
1766,Unfurnished,North-East,1,,,12000000
1767,Unfurnished,East,2,,,22500000
1769,Unfurnished,North,1,,,7200000
1770,Semi-Furnished,North,2,,,25000000
1772,Semi-Furnished,East,1,,,10000000
1773,Unfurnished,West,,,,3350000
1774,Unfurnished,North-West,1,,,3000000
1775,Furnished,North,1,,,1600000
1776,Furnished,,,,,9500000
1777,Semi-Furnished,,0,,,3500000
1778,Furnished,,1,,,22000000
1780,Semi-Furnished,,,,,5000000
1781,Unfurnished,North,1,,,5700000
1782,Furnished,North,1,,,2600000
1783,Semi-Furnished,East,1,,,17000000
1785,Unfurnished,,,,,7000000
1786,Furnished,South-East,0,,,7000000
1788,Unfurnished,North,1,,,13700000
1789,Unfurnished,South,1,,,7000000
1791,Semi-Furnished,North-West,1,,,4100000
1792,Furnished,East,1,,,4300000
1793,Unfurnished,North,,,,12500000
1795,Furnished,West,1,,,4000000
1796,Furnished,South,,,,7500000
1797,Semi-Furnished,South,0,,,3500000
1798,Furnished,North,2,,,3500000
1799,Unfurnished,South,0,,,4800001
1801,Semi-Furnished,South,0,,,3000000
1803,,,,,,27500000
1807,Furnished,East,3+,,,3800000
1808,Furnished,North-West,1,,,3500000
1809,Unfurnished,North-West,0,,,1400000
1810,Semi-Furnished,North,0,,,3600000
1811,Furnished,,0,,,3200000
1812,Unfurnished,South,0,,,1700000
1815,Semi-Furnished,,,,,1350000
1817,Unfurnished,,,,,2000000
1819,Furnished,,2,,,12000000
1821,Unfurnished,,,,,2200000
1822,Unfurnished,,,,,6700000
280,Semi-Furnished,,1,,,7500000
1824,Unfurnished,East,0,,,3800000
1825,Semi-Furnished,,,,,15000000
1827,,South,1,,,5000000
1828,Unfurnished,South-West,0,,,1900000
1829,Semi-Furnished,South-West,1,,,5600000
1830,Furnished,East,1,,,4500000
1831,Furnished,South,1,,,21000
1832,Unfurnished,West,0,,,1000000
1834,Unfurnished,,0,,,560000
1835,Unfurnished,,0,,,1000000
1836,Semi-Furnished,South,0,,,1500000
1837,Furnished,,1,,,9500000
1838,Semi-Furnished,,2,,,12000000
1840,Unfurnished,,0,,,4200000
1841,Furnished,North-East,0,,,3200000
1842,Furnished,North,2,,,4500000
1843,Semi-Furnished,East,1,,,9300000
1844,Furnished,,1,,,6500000
1845,Furnished,East,0,,,5500000
1847,Furnished,South-East,0,,,4100000
1848,Furnished,,2,,,7000000
1849,Semi-Furnished,East,1,,,14900000
1850,Unfurnished,South-West,0,,,2600000
1851,Semi-Furnished,West,1,,,4600000
1853,Semi-Furnished,North-East,2,,,11000000
1854,Semi-Furnished,North-West,1,,,8200000
1855,Furnished,North,0,,,2500000
1856,Furnished,South,2,,,13900000
1858,Semi-Furnished,South-East,1,,,13200000
1859,Unfurnished,West,1,,,3300000
1860,Furnished,West,2,,,13500000
1861,Semi-Furnished,West,3,,,3100000
1862,Furnished,North,1,,,17000000
1863,Furnished,South,0,,,3500000
1864,Furnished,East,3,,,5000000
1866,Semi-Furnished,North-West,,,,20000000
1868,,North-East,1,,,3500000
1869,Semi-Furnished,West,1,,,900000
1871,Semi-Furnished,,,,,7800000
1872,Furnished,North-East,0,,,2600000
1873,Furnished,North,0,,,2350000
1874,Furnished,West,1,,,6000000
1875,Furnished,West,,,,11100000
1876,Unfurnished,East,0,,,2051000
1877,Unfurnished,East,1,,,4351000
1878,Unfurnished,East,1,,,4651000
1879,Unfurnished,East,1,,,3451000
1881,Unfurnished,East,1,,,3151000
1882,Unfurnished,East,1,,,2600000
1883,Unfurnished,East,1,,,3351000
1316,Semi-Furnished,,1,,,5500000
1885,Furnished,,,,,4551000
1887,Semi-Furnished,East,0,,,4011111
1890,Furnished,South,1,,,9000000
1891,Semi-Furnished,East,0,,,1400000
1892,Unfurnished,West,3+,,,5200000
1893,,,3,,,11000000
1894,Semi-Furnished,West,1,,,1000000
1902,Unfurnished,North,1,,,2000000
1903,Furnished,West,3,,,11500000
1904,Unfurnished,East,0,,,1951000
1905,Semi-Furnished,West,,,,3500000
1906,Unfurnished,North-West,1,,,1150000
1907,Unfurnished,East,1,,,10000000
1909,Unfurnished,East,1,,,9000000
1910,Semi-Furnished,West,0,,,1850000
1912,Unfurnished,East,1,,,3700000
1914,Furnished,North-West,3+,,,45000000
1915,Unfurnished,East,3+,,,13000000
1918,Semi-Furnished,West,0,,,6500000
1919,Unfurnished,North,1,,,4100000
1920,Furnished,East,1,,,9000000
1923,Unfurnished,East,3+,,,770000
1931,Semi-Furnished,East,2,,,52500000
1932,Unfurnished,West,3+,,,21500000
1934,Furnished,East,1,,,7800000
1936,Unfurnished,West,1,,,2800000
1938,Unfurnished,East,0,,,1011000
1940,Unfurnished,South-East,0,,,4500000
1945,Semi-Furnished,North-East,2,,,12000000
1946,Semi-Furnished,East,1,,,6700000
1947,Unfurnished,South-West,0,,,850000000
1948,Semi-Furnished,,1,,,2200000
1949,Unfurnished,South-East,3+,,,12500000
1951,Semi-Furnished,East,2,,,65000000
1952,Unfurnished,East,1,,,4999999
1953,Unfurnished,North-East,1,,,4500000
1954,Unfurnished,North-West,1,,,2500000
1956,Unfurnished,North,1,,,3200000
1957,Unfurnished,East,0,,,750000
1958,Furnished,North-West,2,,,11000000
1959,Unfurnished,East,2,,,5200000
1960,Semi-Furnished,,1,,,10000000
1961,Unfurnished,South-East,1,,,8800000
1962,Furnished,West,,,,4500000
1963,Furnished,,,,,2200000
1966,Unfurnished,North,,,,4000000
1969,Furnished,East,0,,,12000000
1970,Unfurnished,West,2,,,2199999
1971,Furnished,West,1,,,4500000
1972,Unfurnished,West,2,,,10000000
1973,Unfurnished,East,2,,,7500000
1974,Semi-Furnished,North-East,1,,,1650000
1976,Unfurnished,,,,,1149999
1977,Semi-Furnished,West,2,,,8500000
1978,Semi-Furnished,North,3+,,,12000000
1981,Furnished,East,1,,,80000000
1982,Furnished,,3,,,20000000
1984,Unfurnished,North-East,1,,,5000000
1985,Unfurnished,East,0,,,1250000
1986,Semi-Furnished,West,1,,,2760000
1991,Furnished,North,3,,,19600000
1993,Semi-Furnished,North,0,,,12900000
1994,Unfurnished,South,1,,,9900000
1996,Unfurnished,East,1,,,13500000
1997,Semi-Furnished,South,1,,,5000000
1998,Semi-Furnished,North-West,1,,,3000000
1999,Furnished,,2,,,45000000
2000,Furnished,,2,,,35000000
2003,Unfurnished,South,0,,,3000000
2005,Semi-Furnished,North,0,,,125000
2006,Semi-Furnished,North,2,,,5000000
2007,Furnished,,,,,2700000
2008,Unfurnished,South,0,,,3500000
2009,Unfurnished,East,1,,,7800000
2010,Unfurnished,East,1,,,9625250
2012,Semi-Furnished,West,0,,,5500000
2013,,East,2,,,6900000
2014,Furnished,,1,,,430000
2016,Unfurnished,East,1,,,5000000
2017,Semi-Furnished,East,1,,,70000000
2019,Unfurnished,,0,,,4100000
2020,Unfurnished,North-East,1,,,2250000
2021,Unfurnished,,1,,,1200000
2022,Unfurnished,North,0,,,1200000
2023,Semi-Furnished,North-East,2,,,2675000
2025,Unfurnished,West,3,,,5200000
2026,Semi-Furnished,South,1,,,3500000
2027,Semi-Furnished,East,1,,,40000000
2030,Unfurnished,South-East,0,,,8800000
2031,Unfurnished,,,,,2549000
2032,Furnished,East,3+,,,25000000
2033,Semi-Furnished,West,1,,,4900000
2034,Unfurnished,East,2,,,3200000
2035,Furnished,,,,,2000000
2036,,,1,,,5500000
2037,Semi-Furnished,West,0,,,4400000
2038,Unfurnished,,0,,,2800000
2040,Unfurnished,South-East,0,,,1500000
2041,Unfurnished,West,1,,,1400000
2043,Unfurnished,West,,,,3000000
2046,Semi-Furnished,North,3+,,,11500000
2047,Semi-Furnished,North-East,2,,,65000000
2049,Unfurnished,North-East,1,,,3500000
2051,Unfurnished,East,1,,,9900000
2053,Unfurnished,East,0,,,5000000
2054,Unfurnished,,2,,,19600000
2056,Unfurnished,North-East,0,,,1500000
2057,Furnished,East,1,,,32500000
2058,Unfurnished,North-East,0,,,1900000
2059,Unfurnished,West,1,,,15000000
2061,Furnished,North,0,,,2600000
2062,Unfurnished,North,1,,,3000000
2063,Unfurnished,East,3+,,,13500000
2064,Furnished,,1,,,6000000
2067,Unfurnished,East,0,,,2300000
2069,Unfurnished,,,,,3650000
2070,Semi-Furnished,North-East,1,,,3751000
2071,Semi-Furnished,West,2,,,9000000
2073,Unfurnished,East,1,,,12500000
2074,Unfurnished,South-West,1,,,2500000
2076,Unfurnished,East,0,,,5500000
2077,Furnished,South-West,2,,,11000000
2078,Unfurnished,North,1,,,2100000
2079,Semi-Furnished,East,1,,,1643000
2080,Unfurnished,East,1,,,100000
2081,Unfurnished,North-East,,,,5200000
2082,Semi-Furnished,North-East,1,,,3000000
2083,Unfurnished,,,,,1600000
2084,Semi-Furnished,West,1,,,10000
2085,Unfurnished,,,,,1999999
2086,Semi-Furnished,,3+,,,1500000
2087,,,0,,,6500000
2091,Unfurnished,East,1,,,3900000
2094,Semi-Furnished,South,0,,,7800000
2096,Semi-Furnished,,1,,,21500000
2098,Unfurnished,North-West,1,,,2700000
2099,Semi-Furnished,East,0,,,1100000
2101,Unfurnished,,,,,1200000
2103,Furnished,East,0,,,750000
2105,Semi-Furnished,North,1,,,6300000
2107,Unfurnished,South-West,1,,,4000000
2108,Unfurnished,North,1,,,5800000
2110,Semi-Furnished,East,1,,,8000000
2113,Unfurnished,West,1,,,8500000
2115,Unfurnished,,1,,,5500000
2116,Semi-Furnished,West,0,,,1700000
2117,Unfurnished,,2,,,6100000
2118,Semi-Furnished,South,0,,,3800000
2119,Unfurnished,West,,,,3250000
2122,Unfurnished,,,,,1300000
2123,Semi-Furnished,East,,,,7000000
2126,Unfurnished,North,1,,,3850000
2127,Furnished,,1,,,22500000
2129,Semi-Furnished,East,2,,,8750000
2130,Unfurnished,South,0,,,1000000
2131,Unfurnished,,1,,,4700000
2132,Unfurnished,,0,,,7500000
2133,Semi-Furnished,West,1,,,1375000
2134,Semi-Furnished,East,1,,,4999000
2135,Semi-Furnished,West,,,,3900000
2136,Unfurnished,East,,,,6000000
2137,Semi-Furnished,West,2,,,5211000
2138,Semi-Furnished,South,2,,,15000000
2142,Furnished,South-East,1,,,14000000
2143,Unfurnished,East,1,,,8100000
2144,Semi-Furnished,South,1,,,2800000
2145,Semi-Furnished,,,,,6600000
2146,Furnished,North,1,,,5851000
2147,Semi-Furnished,,,,,6700000
2149,Semi-Furnished,East,0,,,4200000
2150,Furnished,East,1,,,7000000
2151,Semi-Furnished,West,0,,,3000000
2152,Semi-Furnished,South,2,,,7000000
2153,Semi-Furnished,West,2,,,3200000
2154,Furnished,North-East,1,,,6000000
2155,Semi-Furnished,,1,,,1550000
2157,Unfurnished,East,2,,,3300000
2158,Unfurnished,North-East,1,,,1000000
2159,Unfurnished,East,2,,,11500000
2161,Furnished,North,0,,,1300000
2163,Unfurnished,West,1,,,4800000
2164,Unfurnished,South-West,0,,,2200000
2166,Furnished,South-East,1,,,7300000
2167,Unfurnished,South,1,,,4000000
2168,Unfurnished,East,,,,3400000
2169,Semi-Furnished,West,1,,,6800000
2170,Furnished,,1,,,4100000
2171,Unfurnished,North,1,,,4800000
2172,Unfurnished,,1,,,20400000
2173,Unfurnished,East,1,,,2800000
2174,Unfurnished,,,,,600000
2175,Unfurnished,East,1,,,675000
2177,Semi-Furnished,North-East,0,,,1999000
2178,Unfurnished,,,,,2700000
2179,Unfurnished,North-East,1,,,2856000
2180,Furnished,,,,,2651000
2181,Unfurnished,East,0,,,525000
2182,Unfurnished,,,,,3600000
2183,Unfurnished,South,,,,10200000
2185,Unfurnished,South,1,,,2800000
2187,Unfurnished,East,0,,,3600000
2188,Unfurnished,South-East,1,,,8700000
2189,Unfurnished,East,0,,,3400000
2190,Semi-Furnished,South,0,,,8000000
2193,Semi-Furnished,East,1,,,14500000
2194,Semi-Furnished,South,1,,,10000
2195,Semi-Furnished,East,,,,3050000
2196,Unfurnished,East,,,,700000
2198,Unfurnished,,,,,1100000
2201,Unfurnished,North,0,,,10000
2202,Unfurnished,East,1,,,5100000
2203,Unfurnished,East,0,,,1100000
2204,Semi-Furnished,South-East,1,,,6100000
2205,Unfurnished,West,,,,4500000
2207,Furnished,North-East,1,,,120000
2209,Unfurnished,,,,,225000
2211,Unfurnished,North-East,1,,,1150000
2212,Semi-Furnished,South,1,,,9000000
2214,Unfurnished,North-East,1,,,10000
2215,Furnished,East,3,,,33000000
2216,Furnished,,1,,,10000000
2217,Semi-Furnished,North,1,,,5750000
2218,Unfurnished,East,2,,,2000000
2219,Semi-Furnished,North,0,,,700000
2220,Semi-Furnished,West,0,,,4000000
2221,Furnished,East,3+,,,9000000
2222,Unfurnished,East,1,,,300000
2224,Furnished,North,1,,,2800000
2227,Furnished,South,0,,,3000000
2228,Unfurnished,West,1,,,1650000
2229,Semi-Furnished,East,2,,,6700000
2230,Unfurnished,,,,,2100000
2231,Semi-Furnished,,1,,,4000000
2232,Unfurnished,North-East,0,,,1700000
2233,Unfurnished,South-West,1,,,8800000
2234,Unfurnished,East,1,,,5600000
2235,Semi-Furnished,,,,,2500000
2237,Unfurnished,East,1,,,40000000
2239,Furnished,,,,,5500000
2240,Furnished,,1,,,3500000
2241,Semi-Furnished,South,0,,,1000000
2242,Unfurnished,West,3+,,,4500000
2243,Unfurnished,East,2,,,6900000
2244,Furnished,West,0,,,1800000
2245,Semi-Furnished,South-East,1,,,6200000
2248,Furnished,,,,,700000
2250,Semi-Furnished,West,0,,,2100000
2251,Unfurnished,West,3+,,,3500000
2252,Furnished,West,0,,,2000000
2253,Semi-Furnished,,3,,,17500000
2258,Unfurnished,North,1,,,9400000
2259,Unfurnished,,,,,1900000
2260,Unfurnished,South,1,,,12000000
2261,Semi-Furnished,East,1,,,17500000
2262,Semi-Furnished,West,,,,4700000
2263,Semi-Furnished,East,0,,,5599999
2265,Unfurnished,West,1,,,1225000
2268,Unfurnished,West,0,,,4000000
2270,Furnished,North,0,,,9900000
2271,Semi-Furnished,South,1,,,6500000
2272,Semi-Furnished,South,1,,,8099999
2273,Unfurnished,North,0,,,4800000
2274,Unfurnished,,,,,800000
2275,Unfurnished,,0,,,800000
2276,Furnished,,,,,500000
2279,Unfurnished,,,,,9500000
2280,Unfurnished,South,2,,,4200000
2281,Semi-Furnished,East,,,,900000
2282,Furnished,,,,,5400000
2283,Unfurnished,East,1,,,3300000
2284,Semi-Furnished,West,1,,,14000000
2287,Semi-Furnished,North-East,1,,,2100000
2288,Unfurnished,East,3,,,3800000
2289,Unfurnished,East,1,,,4751000
2290,Semi-Furnished,East,3+,,,10000
2291,Unfurnished,North-East,0,,,5500000
2295,Semi-Furnished,,2,,,2800000
2296,Unfurnished,,,,,640000
2298,Unfurnished,North-East,0,,,4000000
2299,Furnished,West,1,,,12500000
2300,Unfurnished,West,1,,,10500000
2301,Unfurnished,South,1,,,10500000
2303,Unfurnished,,1,,,5600000
86,Semi-Furnished,East,,,,12500000
2306,Furnished,,,,,2300000
2307,Unfurnished,East,1,,,1500000
2310,Unfurnished,,0,,,1500000
2312,Semi-Furnished,East,1,,,1350000
2313,Semi-Furnished,North,1,,,25000000
2314,Unfurnished,East,2,,,3350000
2316,Unfurnished,East,,,,3700000
2317,Unfurnished,East,,,,1500000
2319,Semi-Furnished,North-West,0,,,395000
2320,Unfurnished,North-West,3+,,,2500000
2325,Unfurnished,South,0,,,4200000
2326,Unfurnished,East,,,,3600000
2327,Unfurnished,,1,,,1800000
2328,Unfurnished,North,0,,,4500000
2329,Unfurnished,South,0,,,1100000
2332,Semi-Furnished,North,1,,,4200000
2333,Furnished,West,2,,,3100000
2334,,,1,,,4700000
2337,Unfurnished,East,1,,,3000001
2338,Unfurnished,East,0,,,700000
2339,Unfurnished,East,0,,,600000
2341,Semi-Furnished,East,1,,,4275000
2345,Furnished,,,,,54500000
2347,Furnished,South-East,3+,,,7000000
2348,Semi-Furnished,South,0,,,1200000
2351,Unfurnished,East,3,,,1200000
2352,Furnished,East,1,,,9800000
2356,Unfurnished,East,2,,,1800000
2357,Semi-Furnished,East,1,,,600000
2359,Semi-Furnished,North,1,,,7000000
2361,Semi-Furnished,East,0,,,4800000
2362,Unfurnished,West,1,,,6700000
2364,Semi-Furnished,East,0,,,7700000
2367,Unfurnished,West,0,,,1300000
2368,Unfurnished,,,,,1930000
2370,Semi-Furnished,East,0,,,3250000
2371,Unfurnished,South-West,0,,,2800000
2372,Unfurnished,,,,,1500000
2375,Unfurnished,East,2,,,5000000
2377,Unfurnished,North,0,,,6400000
2378,,North,1,,,3150000
2379,Semi-Furnished,North-East,,,,8000000
2380,Furnished,East,1,,,11500000
2382,Unfurnished,South-West,0,,,1100000
2385,Semi-Furnished,South,1,,,8000000
2386,Furnished,North,3+,,,19000000
2387,Semi-Furnished,North,0,,,1500000
2388,Furnished,North,,,,3500000
2390,Semi-Furnished,East,1,,,3160000
2391,Unfurnished,North-West,3+,,,20000000
2392,Unfurnished,West,0,,,500000
2393,Unfurnished,,3+,,,1400000
2394,Semi-Furnished,East,1,,,2900000
2395,Unfurnished,,0,,,3000000
2396,Furnished,,,,,6500000
2397,Furnished,West,2,,,5551000
2398,Semi-Furnished,,,,,4149000
2399,Semi-Furnished,North-East,2,,,13333333
2400,Furnished,North,1,,,13500000
2401,Semi-Furnished,East,0,,,10000
2402,Semi-Furnished,East,1,,,11800000
2403,Furnished,East,2,,,20000000
2404,Semi-Furnished,North-East,0,,,17500000
2406,Semi-Furnished,North-East,1,,,4200000
2408,Semi-Furnished,East,0,,,9000000
2409,Semi-Furnished,North-East,1,,,6200000
2410,Unfurnished,South,0,,,9000000
1427,Unfurnished,West,,,,14000000
2419,,North,1,,,24800000
2423,Unfurnished,East,0,,,150000
2425,Furnished,North,3+,,,5480000
2426,Semi-Furnished,East,0,,,8200000
2427,Semi-Furnished,South-East,1,,,4200000
2428,Furnished,East,2,,,24000000
2429,Furnished,West,2,,,9200000
2430,Semi-Furnished,North-East,3+,,,5500000
2432,Semi-Furnished,North-East,0,,,4500000
2433,Semi-Furnished,North,0,,,3700000
2435,Semi-Furnished,North,0,,,9000000
2436,Unfurnished,North,1,,,4000000
2437,Semi-Furnished,West,1,,,5800000
2439,Furnished,East,2,,,35000000
2440,Furnished,South-East,3+,,,13600000
2441,Furnished,North,3,,,40000000
2442,Semi-Furnished,East,0,,,11000000
2443,Semi-Furnished,North-East,1,,,8500000
2444,Semi-Furnished,West,0,,,10000000
2447,Unfurnished,West,1,,,1500000
2448,Unfurnished,East,1,,,9800000
2449,Unfurnished,North-East,0,,,15000000
2452,Furnished,East,2,,,27500000
2453,Semi-Furnished,North,3+,,,25500000
2454,Unfurnished,North-East,0,,,1950000
2455,Semi-Furnished,North,1,,,3200000
2457,Semi-Furnished,,,,,26000000
2459,Unfurnished,North,1,,,3400000
2460,Furnished,West,2,,,8200000
2461,Furnished,North,2,,,20500000
2462,Unfurnished,East,1,,,15000000
2464,Furnished,South,0,,,5500000
2468,Semi-Furnished,East,2,,,4800000
2470,Unfurnished,East,0,,,9500000
2473,Semi-Furnished,,1,,,600000
2474,Semi-Furnished,,2,,,12500000
2476,Unfurnished,North,2,,,6000000
2477,Semi-Furnished,North-East,2,,,8000000
2478,Unfurnished,West,1,,,13500000
2154,Furnished,North-East,,,,16000000
2480,Furnished,North-East,1,,,10000000
2481,Unfurnished,North-East,2,,,10900000
2482,Furnished,West,2,,,8500000
2483,Furnished,North,0,,,890000
2484,Semi-Furnished,West,3,,,22500000
2486,Unfurnished,North,3,,,13000
2487,Unfurnished,East,1,,,4300000
2490,Unfurnished,North,1,,,6000000
2491,Semi-Furnished,North,1,,,10000
2493,Semi-Furnished,East,1,,,37500000
2494,Furnished,North-East,,,,95000000
2496,Furnished,East,1,,,15300000
2497,Semi-Furnished,East,0,,,14000000
2500,Semi-Furnished,North-West,1,,,6600000
2501,Semi-Furnished,East,1,,,9900000
2503,Furnished,North-East,1,,,12000000
2504,Semi-Furnished,East,1,,,8500000
2505,Semi-Furnished,,2,,,14000000
2506,Unfurnished,West,1,,,5200000
2507,Furnished,North,1,,,2610000
2510,Unfurnished,East,,,,8500000
2511,Semi-Furnished,West,1,,,7800000
2514,Furnished,North,2,,,16500000
2515,Unfurnished,West,,,,8500000
2516,Semi-Furnished,North,0,,,6800000
2519,Semi-Furnished,North-West,1,,,10500000
2520,Semi-Furnished,West,1,,,2500000
2521,Furnished,East,1,,,2850000
2522,Furnished,North,1,,,14500000
2523,Unfurnished,South,1,,,9600000
2524,Unfurnished,North,3,,,19900000
2527,Furnished,North,1,,,12500
2529,Unfurnished,South,0,,,4800000
2530,Unfurnished,South,0,,,3100000
2531,Semi-Furnished,North-East,1,,,10200000
2532,Unfurnished,,1,,,9000000
2533,Furnished,East,3+,,,16000000
2534,Furnished,West,1,,,14000000
2537,Furnished,East,3,,,36000000
2540,Furnished,West,2,,,10000000
2541,Unfurnished,North,3+,,,13000000
2542,Unfurnished,East,2,,,5400000
2543,Unfurnished,North-East,3+,,,13000000
2544,Semi-Furnished,East,3+,,,35000000
2546,Semi-Furnished,East,1,,,8600000
2547,Semi-Furnished,East,1,,,8300000
2548,Furnished,North,2,,,6500000
2550,Unfurnished,South,0,,,4000000
2551,Semi-Furnished,North-East,2,,,12600000
2552,Semi-Furnished,,1,,,3100000
2553,Furnished,South,2,,,9000000
2554,Semi-Furnished,West,1,,,18000000
2557,Unfurnished,East,2,,,12500000
2559,Unfurnished,West,2,,,9000000
2561,Unfurnished,North-East,,,,5000000
2562,Furnished,West,1,,,18500000
2563,Unfurnished,North-East,1,,,6000000
2565,Furnished,North,,,,7000000
2566,Semi-Furnished,North,3+,,,31500000
2567,Semi-Furnished,East,1,,,38688000
2568,Furnished,South-East,2,,,7500000
2570,Unfurnished,,,,,3200000
2572,Unfurnished,,1,,,14000000
2574,Unfurnished,North-East,1,,,6400000
2575,Semi-Furnished,North-East,1,,,10000000
2576,Semi-Furnished,North-West,3+,,,27700000
2577,Semi-Furnished,West,1,,,19000000
2579,Unfurnished,,0,,,4300000
2580,Semi-Furnished,East,3,,,26000000
2581,Unfurnished,East,,,,2800000
2582,Furnished,North-West,1,,,10000
2583,Semi-Furnished,North-East,2,,,9998200
2585,Semi-Furnished,East,,,,9300000
2586,Furnished,South,,,,6500000
2587,Semi-Furnished,North-East,1,,,8010000
2589,Unfurnished,East,1,,,10500000
2590,,East,,,,5500000
2591,Semi-Furnished,East,1,,,5700000
2592,Semi-Furnished,North-East,2,,,8398300
2595,Semi-Furnished,East,1,,,5900000
2597,Unfurnished,North-West,0,,,5000000
2601,Furnished,East,2,,,47000000
2602,Furnished,East,3,,,32000096
2603,Furnished,East,3+,,,35000096
2604,Furnished,North,3,,,17000096
2605,Semi-Furnished,North,1,,,38000000
2607,Semi-Furnished,East,2,,,21500000
2608,Unfurnished,South-West,,,,6500000
2609,Unfurnished,,,,,1750000
2610,Furnished,North-West,1,,,16800000
2611,Semi-Furnished,North,2,,,5001000
2613,Unfurnished,East,0,,,4800000
2614,Furnished,North,1,,,18000000
2616,Semi-Furnished,West,0,,,2690000
2617,Furnished,North-East,3+,,,15000000
2619,Semi-Furnished,South,1,,,9600000
2620,Unfurnished,West,1,,,9500000
2621,Furnished,East,1,,,10100000
2622,Unfurnished,East,1,,,5900000
2623,Unfurnished,North-East,2,,,5500000
2624,Unfurnished,North,0,,,2800000
2625,Semi-Furnished,South-East,1,,,8700000
2626,Furnished,East,0,,,800000
2627,Semi-Furnished,East,1,,,2959200
2628,Semi-Furnished,East,3,,,2499999
2629,,East,,,,28500000
2631,Semi-Furnished,East,3+,,,17500000
2634,Unfurnished,East,1,,,7999999
2635,Semi-Furnished,North,3,,,64800000
2637,Unfurnished,South-East,0,,,5000000
2638,Semi-Furnished,East,2,,,6900000
2640,Semi-Furnished,,2,,,9800000
2642,Semi-Furnished,South,2,,,3900000
2643,Unfurnished,South-West,,,,11500000
2645,Unfurnished,North-East,1,,,9800000
2646,Semi-Furnished,North,2,,,11000000
2648,Furnished,East,3,,,29500000
2649,Unfurnished,North,0,,,2000000
2653,Semi-Furnished,North-East,1,,,7800000
2654,Unfurnished,East,3+,,,5849999
2655,Unfurnished,North,0,,,7200000
2656,Unfurnished,North,3+,,,11000000
2657,Furnished,East,0,,,8900000
2658,Furnished,East,,,,10500000
2661,Furnished,North-West,2,,,6800000
2662,Semi-Furnished,East,3,,,17550000
2663,Semi-Furnished,North,1,,,7450000
2664,Semi-Furnished,East,2,,,9900000
2665,Semi-Furnished,South,1,,,2600000
2669,Furnished,South-East,1,,,1800000
2670,Semi-Furnished,West,0,,,9900000
2671,Furnished,West,0,,,10500000
2673,Semi-Furnished,North-West,1,,,5900000
2674,Unfurnished,,0,,,1425000
2675,Semi-Furnished,,1,,,25000000
2676,Semi-Furnished,East,1,,,10500000
2678,Semi-Furnished,North,,,,4900000
2679,Furnished,,2,,,4300000
2682,Unfurnished,East,2,,,5500000
2686,Unfurnished,North,,,,7800000
2688,Unfurnished,South-West,0,,,3500000
2690,Semi-Furnished,North-East,3,,,25000000
2691,Unfurnished,North,,,,5000000
2693,Furnished,,0,,,10500000
2695,Furnished,East,2,,,16500000
2697,Semi-Furnished,West,1,,,13500000
2698,Furnished,East,1,,,6300000
2699,Semi-Furnished,South,1,,,4400000
2700,Unfurnished,,,,,3100000
2701,Unfurnished,North,1,,,5500000
2702,Furnished,West,2,,,22000000
2703,Semi-Furnished,North,0,,,4900000
2704,Unfurnished,West,2,,,30000000
2705,Furnished,North,1,,,4500000
2707,Semi-Furnished,West,0,,,4500000
2708,,West,1,,,8000000
2709,Semi-Furnished,North,2,,,10000000
2710,Unfurnished,,,,,4300000
2711,Semi-Furnished,West,1,,,3700000
2712,Furnished,North,0,,,1800000
2714,Unfurnished,North-West,1,,,3723000
2716,Semi-Furnished,East,0,,,2499999
2717,Furnished,,,,,11000000
2719,,,,,,3800000
2720,Semi-Furnished,South-East,3+,,,12000000
2722,Furnished,North-West,0,,,3600000
2724,Semi-Furnished,South-East,1,,,6400000
2726,Semi-Furnished,South,0,,,22000000
2727,Furnished,North,0,,,16000000
2728,Furnished,South-West,0,,,6500000
2729,Semi-Furnished,North,1,,,4600000
2730,Semi-Furnished,North-East,1,,,7500000
2732,Semi-Furnished,West,0,,,2800000
2733,Semi-Furnished,North-West,1,,,8500000
2736,Unfurnished,,2,,,25000000
2738,Furnished,North,1,,,4900000
2739,Unfurnished,East,,,,2300000
2742,Furnished,South-East,1,,,20000000
2743,Unfurnished,North-East,2,,,3800000
2744,Furnished,East,,,,20000000
