Sno_,carpetarea,status,floor,transaction_type,year_built,price_per_sqft
1713,1350,Ready to Move,2,,,3630
1714,150,Ready to Move,1,,,40000
1715,2023,Ready to Move,,,,2719
1716,2014,Ready to Move,1,,,1986
1717,150,Ready to Move,1,,,13333
1718,450,Ready to Move,2,,,7778
1719,42,New Launch,2,,,35714
1720,2160,Ready to Move,3,,,3472
1721,200,Ready to Move,1,,,32500
1722,1150,Ready to Move,1,,,4783
1723,1548,Ready to Move,3,,,14535
1724,1100,Ready to Move,3,,,6455
1725,102,Under Construction,1,,,22549
1726,900,Ready to Move,2,,,3167
1727,160,Ready to Move,1,,,28125
1728,1000,Ready to Move,1,,,3500
1729,4500,Ready to Move,0,,,10000
1731,1250,Ready to Move,2,,,5440
1732,80,Ready to Move,,,,50000
1733,43,Ready to Move,0,,,34884
1734,125,New Launch,2,,,68000
1735,30,Ready to Move,1,,,48333
1736,65,New Launch,2,,,40000
1737,1000,Ready to Move,2,,,7800
1738,2000,Ready to Move,2,,,7250
1740,83,New Launch,0,,,55422
1741,670,Ready to Move,,,,8657
1742,900,Ready to Move,2,,,18889
1743,500,Ready to Move,1,,,8800
1744,50,New Launch,1,,,32000
1745,200,Ready to Move,2,,,32500
1746,60,Ready to Move,2,,,20000
1747,4,Ready to Move,3,,,4250000
1748,5400,Ready to Move,3,,,2315
1749,1300,Ready to Move,1,,,5231
1750,221,Ready to Move,3,,,113122
1751,1200,Ready to Move,2,,,6250
1752,2500,Ready to Move,3,,,4400
1753,1800,Ready to Move,2,,,5500
1754,1800,Ready to Move,2,,,2917
1756,900,Ready to Move,2,,,13333
1757,2000,Under Construction,1,,,3200
1758,80,New Launch,0,,,32500
1759,1,Ready to Move,2,,,4860000
1760,60,Ready to Move,2,,,125000
1761,100,Ready to Move,1,,,10500
1762,900,Ready to Move,2,,,1611
1763,180,Ready to Move,3,,,16667
1764,600,Ready to Move,3,,,1500
1765,322,Ready to Move,2,,,9627
1766,900,,2,,,13333
1767,3280,Ready to Move,2,,,6860
1768,1809,Ready to Move,2,,,8292
1769,900,Ready to Move,2,,,8000
1770,1500,Ready to Move,2,,,16667
1771,900,Under Construction,1,,,3889
1772,18,Ready to Move,2,,,555556
1773,1350,,1,,,2481
1774,800,Ready to Move,3,,,3750
1776,100,Ready to Move,3,,,95000
1777,1337,Ready to Move,,,,2618
1778,200,Ready to Move,2,,,110000
1779,200,Ready to Move,1,,,17500
1780,1500,Ready to Move,2,,,3333
1781,495,New Launch,2,,,11515
1782,900,Ready to Move,1,,,2889
1783,1438,Ready to Move,2,,,11822
1784,150,Ready to Move,1,,,16667
1785,720,Ready to Move,3,,,9722
1786,1600,New Launch,2,,,4375
1787,75,Ready to Move,3,,,15333
1788,1800,Ready to Move,2,,,7611
1789,130,Ready to Move,2,,,53846
1790,1100,Ready to Move,3,,,5909
1791,1000,Ready to Move,2,,,4100
1792,630,Ready to Move,3,,,6825
1793,917,Ready to Move,2,,,13631
1794,445,Ready to Move,1,,,8539
1795,1050,Ready to Move,1,,,3810
1796,110,Ready to Move,3,,,68182
1797,800,Ready to Move,2,,,4375
1798,20000,Ready to Move,1,,,175
1799,1800,Ready to Move,2,,,2667
1800,101,Ready to Move,2,,,25743
1801,50,Under Construction,2,,,60000
1802,1800,Ready to Move,3,,,2111
1803,3258,,,,,8441
1804,962,Ready to Move,1,,,5198
1805,980,Ready to Move,2,,,12245
1806,900,Ready to Move,2,,,2444
1807,4000,New Launch,3,,,950
1808,1200,New Launch,2,,,2917
1809,450,Ready to Move,1,,,3111
1810,1300,Ready to Move,2,,,2769
1811,130,Ready to Move,2,,,24615
1812,51,Ready to Move,1,,,33333
1813,223,Ready to Move,2,,,33632
1814,1373,Ready to Move,2,,,4006
1815,36,Ready to Move,,,,37500
1816,1400,New Launch,3,,,4643
1817,2228,Under Construction,1,,,898
1822,1970,Ready to Move,2,,,3401
1823,2025,Ready to Move,4,,,3704
1824,543,Ready to Move,2,,,6998
1825,3000,Ready to Move,3,,,5000
1826,950,Ready to Move,1,,,5789
1827,100,New Launch,1,,,50000
1828,996,Ready to Move,1,,,1908
1829,2700,Ready to Move,2,,,2074
1830,200,New Launch,2,,,22500
1831,111,Ready to Move,2,,,189
1832,50,New Launch,3,,,20000
1833,30,Ready to Move,1,,,83333
1834,20,Ready to Move,2,,,28000
1835,28,Under Construction,1,,,35714
1836,446,Ready to Move,1,,,3363
1837,1800,Ready to Move,2,,,5278
1838,1150,Ready to Move,2,,,10435
1840,300,Ready to Move,1,,,14000
1841,520,Ready to Move,2,,,6154
1842,1100,Ready to Move,2,,,4091
1843,900,Ready to Move,0,,,10333
1844,1185,New Launch,2,,,5485
1845,823,New Launch,2,,,6683
1846,1070,Ready to Move,1,,,5140
1847,125,Ready to Move,2,,,32800
1848,1500,Ready to Move,2,,,4667
1849,890,Under Construction,4,,,16742
1850,55,Ready to Move,2,,,47273
1851,32,New Launch,1,,,143750
1853,1120,Under Construction,,,,9821
1854,2000,New Launch,1,,,4100
1856,940,Ready to Move,2,,,14787
1857,3150,Ready to Move,2,,,1429
1858,650,Ready to Move,2,,,20308
1859,150,Ready to Move,,,,22000
1860,1610,Ready to Move,3,,,8385
1861,1000,Ready to Move,1,,,3100
1862,3,New Launch,3,,,5666667
1863,142,Ready to Move,1,,,24648
1864,528,New Launch,2,,,9470
1865,2,New Launch,3,,,1250000
1866,2228,Ready to Move,1,,,8977
1867,151,New Launch,,,,23179
1868,198,Ready to Move,1,,,17677
1869,1300,New Launch,1,,,692
1870,945,Ready to Move,2,,,5291
1872,1,New Launch,0,,,2600000
1873,70,Ready to Move,1,,,33571
1874,1600,Ready to Move,3,,,3750
1875,2000,Ready to Move,2,,,5550
1876,432,Ready to Move,1,,,4748
1877,1350,Ready to Move,3,,,3223
1878,1521,Under Construction,3,,,3058
1879,912,Under Construction,2,,,3784
1880,540,Ready to Move,1,,,4537
1881,864,Ready to Move,2,,,3647
1882,960,Ready to Move,2,,,2708
1883,960,Ready to Move,2,,,3491
1885,641,Ready to Move,,,,7100
1886,900,Ready to Move,3,,,5000
1887,51,Under Construction,2,,,78649
1888,100,Ready to Move,2,,,85000
1889,850,Under Construction,0,,,5882
1890,750,Ready to Move,1,,,12000
1891,300,Ready to Move,3,,,4667
1892,100,Ready to Move,2,,,52000
1893,1350,Ready to Move,1,,,8148
1894,650,Ready to Move,2,,,1538
1895,800,Ready to Move,2,,,5875
1902,610,New Launch,0,,,3279
1903,900,Ready to Move,2,,,12778
1904,1200,Ready to Move,1,,,1626
1905,704,Ready to Move,1,,,4972
1906,350,New Launch,2,,,3286
1907,16002,Ready to Move,1,,,625
1908,975,Ready to Move,2,,,5641
1909,497,Ready to Move,1,,,18109
1910,480,Ready to Move,1,,,3854
1911,1332,Ready to Move,,,,7357
1912,1450,Ready to Move,2,,,2552
1913,200,Ready to Move,1,,,12500
1914,3000,Ready to Move,3,,,15000
1915,4900,Ready to Move,2,,,2653
1916,450,Ready to Move,1,,,22
1917,560,Ready to Move,2,,,6250
1918,478,Ready to Move,2,,,13598
1919,1400,New Launch,2,,,2929
1920,550,New Launch,2,,,16364
1921,1000,Ready to Move,2,,,7300
1922,700,New Launch,3,,,5714
1923,243,Ready to Move,1,,,3169
1929,300,Ready to Move,2,,,26667
1930,350,Ready to Move,0,,,3429
1931,1548,Ready to Move,2,,,33915
1932,1875,Ready to Move,3,,,11467
1933,1575,Ready to Move,2,,,4762
1934,1800,New Launch,0,,,4333
1935,500,Ready to Move,3,,,9000
1936,750,Ready to Move,1,,,3733
1938,550,Ready to Move,2,,,1838
1939,600,Ready to Move,2,,,5000
1940,250,Ready to Move,1,,,18000
1941,600,Under Construction,1,,,2833
1942,900,Under Construction,1,,,3556
1943,2400,Ready to Move,2,,,4583
1944,880,Ready to Move,1,,,3636
1945,350,New Launch,2,,,34286
1946,950,Ready to Move,2,,,7053
1947,750,Ready to Move,1,,,1133333
1948,438,Ready to Move,2,,,5023
1949,2000,Ready to Move,2,,,6250
1950,1200,Ready to Move,2,,,3167
1951,1303,Ready to Move,2,,,49885
1952,1150,New Launch,2,,,4348
1953,1200,Ready to Move,3,,,3750
1955,750,Ready to Move,2,,,4667
1956,300,Ready to Move,1,,,10667
1957,200,Ready to Move,1,,,3750
1958,1400,Ready to Move,2,,,7857
1959,1000,Ready to Move,0,,,5200
1960,2000,Ready to Move,3,,,5000
1961,1600,Ready to Move,1,,,5500
1963,720,Ready to Move,1,,,3056
1965,350,Ready to Move,1,,,5714
1966,1200,Ready to Move,3,,,3333
1967,1200,Ready to Move,2,,,5000
1968,630,Ready to Move,3,,,7143
1969,1700,New Launch,2,,,7059
1970,1150,Ready to Move,1,,,1913
1971,1150,Ready to Move,2,,,3913
1972,2500,Ready to Move,2,,,4000
1974,225,Ready to Move,0,,,7333
1976,1000,Ready to Move,,,,1150
1977,1000,Under Construction,2,,,8500
1978,2400,Ready to Move,1,,,5000
1979,450,Ready to Move,0,,,7556
1980,600,New Launch,0,,,3333
1981,1400,Ready to Move,5,,,57143
1982,1250,Ready to Move,2,,,16000
1983,1550,Ready to Move,2,,,2581
1984,850,Ready to Move,2,,,5882
1985,754,Ready to Move,2,,,1658
1986,675,Ready to Move,0,,,4089
1987,1100,New Launch,1,,,3455
1988,236,Ready to Move,2,,,25424
1989,1100,Ready to Move,,,,3455
1990,800,Ready to Move,3,,,5125
1991,1130,Ready to Move,2,,,17345
1992,550,Ready to Move,1,,,10000
1993,1600,Ready to Move,2,,,8062
1994,2400,Ready to Move,,,,4125
1996,1050,Ready to Move,6,,,12857
1997,1000,Ready to Move,0,,,5000
1998,15,Ready to Move,2,,,200000
1999,2200,New Launch,2,,,20455
2000,2000,New Launch,2,,,17500
2001,2000,Ready to Move,2,,,2500
2002,950,Ready to Move,2,,,3684
2003,775,Ready to Move,,,,3871
2004,1550,Ready to Move,1,,,3290
2005,400,Ready to Move,1,,,312
2006,1300,Ready to Move,2,,,3846
2007,800,Ready to Move,,,,3375
2008,1200,Under Construction,0,,,2917
2009,1700,Ready to Move,10,,,4588
2010,1250,Ready to Move,,,,7700
2011,429,Ready to Move,,,,7459
2012,850,New Launch,1,,,6471
2013,1600,Ready to Move,1,,,4312
2014,682,New Launch,,,,630
2015,1500,Ready to Move,2,,,2000
2016,515,Ready to Move,2,,,9709
2017,1890,Ready to Move,10,,,37037
2018,700,Ready to Move,0,,,3857
2019,613,Ready to Move,1,,,6688
2020,1000,Ready to Move,2,,,2250
2021,15,Under Construction,0,,,80000
2022,550,Under Construction,1,,,2182
2023,800,Under Construction,0,,,3344
2025,1450,Ready to Move,2,,,3586
2026,1000,Ready to Move,0,,,3500
2027,1400,Ready to Move,2,,,28571
2028,225,Ready to Move,1,,,20000
2029,250,Ready to Move,1,,,6800
2031,1,Ready to Move,3,,,2549000
2032,2160,Ready to Move,2,,,11574
2033,1200,New Launch,,,,4083
2036,1250,Ready to Move,0,,,4400
2037,900,Ready to Move,1,,,4889
2038,630,Ready to Move,0,,,4444
2040,729,Ready to Move,0,,,2058
2041,375,Ready to Move,1,,,3733
2042,15000,Ready to Move,2,,,433
2043,810,Ready to Move,1,,,3704
2044,1400,Ready to Move,1,,,1929
2045,400,Ready to Move,1,,,8750
2046,1700,New Launch,3,,,6765
2047,2500,Ready to Move,2,,,26000
2048,550,Ready to Move,,,,4364
2049,1600,Ready to Move,1,,,2188
2050,600,Ready to Move,1,,,2500
2051,1300,Ready to Move,,,,7615
2053,900,Ready to Move,,,,5556
2054,1300,Ready to Move,1,,,15077
2055,600,Ready to Move,2,,,8500
2056,450,Ready to Move,0,,,3333
2057,1200,Ready to Move,8,,,27083
2058,6,Ready to Move,0,,,316667
2059,898,Ready to Move,2,,,16704
2060,1540,Under Construction,2,,,4545
2061,500,Ready to Move,3,,,5200
2062,900,Ready to Move,0,,,3333
2063,1200,Ready to Move,2,,,11250
2064,2300,Ready to Move,1,,,2609
2065,800,Ready to Move,1,,,4375
2066,700,Ready to Move,2,,,6000
2067,536,Ready to Move,0,,,4291
2068,2080,Ready to Move,1,,,3606
2069,600,Ready to Move,2,,,6083
2070,1300,Ready to Move,2,,,2885
2071,2000,Ready to Move,1,,,4500
2073,1180,Ready to Move,3,,,10593
2074,600,Ready to Move,1,,,4167
2075,600,Ready to Move,3,,,4500
2076,225,Ready to Move,0,,,24444
2077,1420,Ready to Move,2,,,7746
2078,924,Ready to Move,1,,,2273
2079,909,Ready to Move,0,,,1807
2080,400,Ready to Move,1,,,250
2081,900,Ready to Move,2,,,5778
2082,800,Ready to Move,1,,,3750
2083,200,Ready to Move,,,,8000
2084,200,New Launch,1,,,50
2085,650,Ready to Move,1,,,3077
2086,1000,Under Construction,,,,1500
2087,550,Ready to Move,2,,,11818
2089,1380,Ready to Move,3,,,21739
2091,1200,Ready to Move,2,,,3250
2092,534,New Launch,8,,,4494
2093,21,New Launch,2,,,123810
2094,500,Ready to Move,1,,,15600
2095,370,Ready to Move,1,,,6216
2096,2200,Ready to Move,1,,,9773
2097,500,Ready to Move,0,,,5200
2098,600,New Launch,2,,,4500
2099,700,Ready to Move,1,,,1571
2100,1200,Ready to Move,0,,,3750
2101,1200,Ready to Move,,,,1000
2102,600,Ready to Move,2,,,3833
2103,15,Ready to Move,,,,50000
2104,400,Ready to Move,0,,,5000
2105,1000,Ready to Move,2,,,6300
2106,180,Ready to Move,0,,,10000
2107,750,Ready to Move,2,,,5333
2108,1450,Ready to Move,2,,,4000
2109,825,Ready to Move,1,,,7273
2112,950,New Launch,3,,,4737
2113,1400,Ready to Move,2,,,6071
2115,740,New Launch,,,,7432
2116,500,Ready to Move,2,,,3400
2118,650,Ready to Move,0,,,5846
2119,1100,Ready to Move,2,,,2955
2120,30,Ready to Move,1,,,283333
2121,750,Ready to Move,2,,,4267
2122,500,Ready to Move,,,,2600
2123,350,Ready to Move,2,,,20000
2124,600,Ready to Move,,,,5000
2125,450,Under Construction,0,,,4000
2126,850,Ready to Move,2,,,4529
2127,1800,Ready to Move,,,,12500
2128,753,Ready to Move,0,,,4914
2129,1200,Ready to Move,1,,,7292
2130,120,Ready to Move,0,,,8333
2131,750,Ready to Move,1,,,6267
2132,280,Ready to Move,2,,,26786
2133,750,Ready to Move,1,,,1833
2134,643,Ready to Move,,,,7774
2135,500,Ready to Move,1,,,7800
2137,900,New Launch,2,,,5790
2138,3250,Ready to Move,2,,,4615
2139,1350,Ready to Move,1,,,3333
2140,12,New Launch,2,,,375000
2141,130,New Launch,2,,,53846
2142,1000,Ready to Move,1,,,14000
2143,1614,Ready to Move,1,,,5019
2144,700,Ready to Move,1,,,4000
2145,1135,Ready to Move,,,,5815
2146,1035,Ready to Move,3,,,5653
2147,1135,Ready to Move,,,,5903
2148,1130,Ready to Move,,,,5752
2150,600,Ready to Move,,,,11667
2151,500,Ready to Move,2,,,6000
2152,2300,Ready to Move,,,,3043
2153,800,Ready to Move,1,,,4000
2154,1250,Ready to Move,3,,,4800
2155,200,Ready to Move,0,,,7750
2156,720,Ready to Move,1,,,4861
2157,1610,Ready to Move,1,,,2050
2158,100,New Launch,1,,,10000
2159,1600,New Launch,2,,,7188
2160,1250,New Launch,2,,,4400
2161,700,Ready to Move,0,,,1857
2162,1200,Under Construction,2,,,2250
2164,450,Under Construction,1,,,4889
2166,1500,Ready to Move,2,,,4867
2167,980,Ready to Move,1,,,4082
2168,575,Ready to Move,,,,5913
2169,750,New Launch,1,,,9067
2170,750,Ready to Move,2,,,5467
2171,950,Ready to Move,2,,,5053
2172,130,Ready to Move,3,,,156923
2173,750,Under Construction,2,,,3733
2174,200,New Launch,,,,3000
2175,324,Under Construction,0,,,2083
2176,250,Ready to Move,2,,,4800
2177,600,Ready to Move,3,,,3332
2178,1630,Ready to Move,,,,1656
2179,520,New Launch,0,,,5492
2181,225,Ready to Move,0,,,2333
2183,2000,,1,,,5100
2184,1614,Ready to Move,2,,,2478
2185,900,Ready to Move,1,,,3111
2186,800,New Launch,1,,,4375
2187,1000,Ready to Move,2,,,3600
2188,1600,Ready to Move,1,,,5438
2189,495,Ready to Move,2,,,6869
2190,2100,Ready to Move,3,,,3810
2191,750,Ready to Move,6,,,4533
2192,850,Ready to Move,0,,,4706
2193,1630,New Launch,2,,,8896
2194,23,Ready to Move,1,,,435
2195,750,Ready to Move,2,,,4067
2196,350,Ready to Move,0,,,2000
2198,280,Ready to Move,,,,3929
2199,1600,Ready to Move,1,,,938
2200,550,Ready to Move,2,,,4182
2201,360,Ready to Move,2,,,28
2202,1114,Ready to Move,2,,,4578
2203,500,Ready to Move,1,,,2200
2204,1200,Ready to Move,2,,,5083
2205,2000,Ready to Move,2,,,2250
2207,1000,Ready to Move,1,,,120
2208,750,Ready to Move,0,,,4533
2209,1000,Ready to Move,,,,225
2210,1275,Ready to Move,0,,,2510
2211,720,Ready to Move,2,,,1597
2212,1500,Ready to Move,2,,,6000
2213,650,Ready to Move,2,,,3846
2215,2700,Ready to Move,2,,,12222
2216,1022,Ready to Move,3,,,9785
2217,2000,Ready to Move,2,,,2875
2218,650,New Launch,1,,,3077
2219,700,Ready to Move,,,,1000
2220,900,Ready to Move,2,,,4444
2221,1600,Under Construction,0,,,5625
2222,1000,Under Construction,0,,,300
2223,240,Ready to Move,2,,,8333
2225,3500,Ready to Move,,,,914
2226,1080,Ready to Move,1,,,3241
2227,650,New Launch,3,,,4615
2228,500,Ready to Move,0,,,3300
2229,1400,Ready to Move,2,,,4786
2230,425,Ready to Move,2,,,4941
2234,1000,Ready to Move,2,,,5600
2235,120,Ready to Move,2,,,20833
2236,950,Under Construction,0,,,2474
2237,4000,Ready to Move,2,,,10000
2240,1300,Ready to Move,1,,,2692
2241,450,Under Construction,0,,,2222
2242,1000,Under Construction,1500,,,4500
2244,600,Ready to Move,1,,,3000
2245,1020,Ready to Move,2,,,6078
2246,950,Ready to Move,14,,,5789
2247,980,Ready to Move,0,,,2551
2248,250,,,,,2800
2249,825,Ready to Move,1,,,5818
2250,500,Ready to Move,4,,,4200
2252,585,New Launch,2,,,3419
2253,2025,Ready to Move,2,,,8642
2254,100,Ready to Move,2,,,25000
2255,1750,Ready to Move,2,,,6286
2256,2500,Ready to Move,2,,,6800
2258,550,Ready to Move,2,,,17091
2259,1027,Under Construction,,,,1850
2260,1000,Ready to Move,3,,,12000
2261,3600,Ready to Move,3,,,4861
2262,850,Ready to Move,2,,,5529
2263,520,Ready to Move,2,,,10769
2264,250,Ready to Move,2,,,12800
2265,600,Ready to Move,1,,,2042
2266,600,Ready to Move,1,,,7500
2267,1000,Under Construction,2,,,3800
2268,780,Ready to Move,3,,,5128
2270,1700,Under Construction,2,,,5824
2271,1200,Ready to Move,2,,,5417
2272,1200,Ready to Move,1,,,6750
2273,2,Under Construction,,,,2400000
2274,375,Ready to Move,1,,,2133
2276,500,Ready to Move,0,,,1000
2277,170,Ready to Move,0,,,8824
2279,1600,Ready to Move,2,,,5938
2280,1700,Ready to Move,1,,,2471
2281,120,Ready to Move,1,,,7500
2282,1000,Under Construction,,,,5400
2283,940,Ready to Move,1,,,3511
2284,1000,Ready to Move,2,,,14000
2285,615,Ready to Move,1,,,7317
2286,1180,Ready to Move,2,,,10593
2287,1800,Ready to Move,0,,,1167
2288,2000,Ready to Move,2,,,1900
2289,1000,Ready to Move,1,,,4751
2290,3600,Ready to Move,2,,,3
2291,475,Ready to Move,1,,,11579
2292,1015,Ready to Move,,,,1872
2293,1050,Ready to Move,1,,,6190
2294,680,Ready to Move,3,,,6176
2295,850,Ready to Move,1,,,3294
2296,640,Ready to Move,,,,1000
2297,1400,Under Construction,1,,,1786
2298,800,Ready to Move,2,,,5000
2299,1250,Ready to Move,2,,,10000
2302,1000,Under Construction,,,,3600
2303,500,Ready to Move,2,,,11200
2304,0,Ready to Move,1412,,,inf
2305,1000,Ready to Move,2,,,12500
2306,1500,Ready to Move,,,,1533
2307,100,Ready to Move,2,,,15000
2308,850,Ready to Move,1,,,4706
2310,100,Ready to Move,0,,,15000
2312,1050,Ready to Move,2,,,1286
2313,750,Ready to Move,1,,,33333
2314,750,Ready to Move,2,,,4467
2315,720,Ready to Move,2,,,5556
2316,1271,Ready to Move,,,,2911
2317,900,,,,,1667
2318,432,Ready to Move,7,,,10417
2319,200,Ready to Move,0,,,1975
2320,590,Ready to Move,5,,,4237
2321,1000,Ready to Move,15,,,4000
2322,600,Ready to Move,2,,,5833
2323,1300,Ready to Move,1,,,5769
2324,1000,Ready to Move,1,,,9900
2325,600,New Launch,2,,,7000
2327,900,Ready to Move,0,,,2000
2328,950,Ready to Move,3,,,4737
2329,510,Ready to Move,0,,,2157
2330,5000,New Launch,0,,,600
2331,600,Ready to Move,,,,3000
2333,810,Ready to Move,,,,3827
2334,1700,Ready to Move,3,,,2765
2335,1050,Ready to Move,2,,,3429
2336,54655,Ready to Move,1,,,110
2337,1200,Ready to Move,1,,,2500
2339,250,Ready to Move,1,,,2400
2341,850,Ready to Move,1,,,5029
2342,1400,Ready to Move,1,,,4143
2343,1150,Ready to Move,,,,3304
2344,1200,Ready to Move,,,,4583
2345,10000,Ready to Move,,,,5450
2346,600,Ready to Move,2,,,4167
2347,800,Ready to Move,0,,,8750
2348,460,Ready to Move,0,,,2609
2350,450,Ready to Move,1,,,1667
2351,1900,Ready to Move,1,,,632
2354,550,New Launch,0,,,5818
2355,650,New Launch,1,,,3846
2356,500,Ready to Move,1,,,3600
2357,450,New Launch,0,,,1333
2358,950,New Launch,2,,,3158
2359,1654,Ready to Move,1,,,4232
2360,1000,Ready to Move,2,,,8000
2361,1300,Ready to Move,1,,,3692
2362,910,Ready to Move,1,,,7363
2363,290,Ready to Move,4,,,7241
2364,300,Ready to Move,2,,,25667
2365,300,Ready to Move,2,,,11667
2366,1100,Ready to Move,2,,,3182
2367,500,Ready to Move,0,,,2600
2368,456,Ready to Move,,,,4232
2369,1500,Ready to Move,1,,,10000
2370,500,Ready to Move,1,,,6500
2372,850,New Launch,,,,1765
2373,2275,Ready to Move,1,,,2418
2375,3621,Ready to Move,1,,,1381
2376,1250,Ready to Move,2,,,5200
2377,570,Ready to Move,3,,,11228
2378,800,New Launch,2,,,3938
2379,1200,Ready to Move,0,,,6667
2380,1300,Ready to Move,3,,,8846
2381,1200,New Launch,1,,,3000
2382,650,Ready to Move,1,,,1692
2383,600,Ready to Move,,,,1833
2384,1280,Under Construction,1,,,3906
2386,2564,Ready to Move,2,,,7410
2387,1100,Ready to Move,1,,,1364
2389,850,Ready to Move,1,,,12
2390,943,Ready to Move,2,,,3351
2391,3000,Ready to Move,2,,,6667
2392,102,Ready to Move,2,,,4902
2393,2000,Ready to Move,,,,700
2394,460,Ready to Move,4,,,6304
2395,400,Ready to Move,2,,,7500
2396,1100,Ready to Move,2,,,5909
2397,1000,Ready to Move,2,,,5551
2398,600,Ready to Move,2,,,6915
2399,1050,Ready to Move,0,,,12698
2400,150,Ready to Move,3,,,90000
2401,1500,Ready to Move,1,,,7
2402,400,New Launch,2,,,29500
2403,1200,Ready to Move,2,,,16667
2404,700,Ready to Move,4,,,25000
2405,1199,Under Construction,2,,,5421
2406,900,Ready to Move,1,,,4667
2407,1089,Ready to Move,,,,4132
2408,1200,Ready to Move,2,,,7500
2409,500,Ready to Move,1,,,12400
2410,1950,Ready to Move,0,,,4615
2411,1050,New Launch,1,,,2381
2418,1600,Ready to Move,1,,,8750
2419,1320,Ready to Move,1,,,18788
2420,1700,Ready to Move,1,,,5000
2422,1250,Ready to Move,1,,,3360
2423,250,Ready to Move,3,,,600
2425,1850,Ready to Move,1,,,2962
2426,1650,Ready to Move,3,,,4970
2427,750,Under Construction,0,,,5600
2428,3500,Ready to Move,2,,,6857
2429,2820,Ready to Move,0,,,3262
2430,1800,Ready to Move,3,,,3056
2432,1200,New Launch,2,,,3750
2433,600,Ready to Move,2,,,6167
2434,900,Ready to Move,,,,11111
2435,600,Ready to Move,4,,,15000
2436,800,New Launch,1,,,5000
2438,1200,Ready to Move,2,,,2917
2439,4100,Ready to Move,4,,,8537
2440,1000,New Launch,4,,,13600
2441,4800,Ready to Move,3,,,8333
2442,1200,Ready to Move,2,,,9167
2443,1200,Under Construction,2,,,7083
2444,1200,Ready to Move,0,,,8333
2445,8,Under Construction,,,,187500
2446,950,Under Construction,1,,,6842
2447,1,Under Construction,2,,,1500000
2448,675,Ready to Move,4,,,14519
2449,2090,Ready to Move,2,,,7177
2451,1299,Under Construction,2,,,5774
2452,2256,Ready to Move,2,,,12190
2453,4850,Ready to Move,2,,,5258
2454,340,Ready to Move,0,,,5735
2455,1330,Ready to Move,1,,,2406
2456,17,Ready to Move,1,,,182353
2457,2000,Ready to Move,5,,,13000
2459,1200,Ready to Move,2,,,2833
2460,18000,Ready to Move,3,,,456
2461,3600,Ready to Move,4,,,5694
2462,600,Ready to Move,1,,,25000
2463,1700,Ready to Move,2,,,3941
2464,800,Ready to Move,2,,,6875
2465,600,Ready to Move,3,,,9167
2466,1700,Ready to Move,2,,,5294
2467,1200,Ready to Move,1,,,4000
2468,800,Ready to Move,1,,,6000
2469,40,Ready to Move,1,,,125000
2470,2000,Ready to Move,4,,,4750
2472,1605,Ready to Move,2,,,8723
2473,120,Ready to Move,,,,5000
2474,800,Ready to Move,3,,,15625
2476,2,Ready to Move,0,,,3000000
2477,300,Ready to Move,0,,,26667
2478,1900,New Launch,2,,,7105
2479,5000,Ready to Move,3,,,3200
2480,1200,New Launch,2,,,8333
2481,1200,Under Construction,2,,,9083
2482,1200,Ready to Move,1,,,7083
2484,2400,Ready to Move,2,,,9375
2486,1200,Ready to Move,2,,,11
2487,1500,Ready to Move,,,,2867
2488,1100,Ready to Move,2,,,9091
2489,500,Ready to Move,2,,,30000
2490,150,New Launch,1,,,40000
2491,1100,Ready to Move,1,,,9
2492,1000,New Launch,1,,,4000
2493,1400,Ready to Move,3,,,26786
2494,14500,Ready to Move,6,,,6552
2495,3500,Ready to Move,,,,7143
2496,50,Ready to Move,2,,,306000
2500,1500,New Launch,2,,,4400
2501,400,New Launch,2,,,24750
2502,1400,Ready to Move,1,,,9643
2503,2000,Ready to Move,2,,,6000
2504,20,Ready to Move,3,,,425000
2505,1200,Ready to Move,2,,,11667
2506,1100,Ready to Move,2,,,4727
2507,1056,Ready to Move,1,,,2472
2508,1200,Ready to Move,3,,,1667
2509,1040,New Launch,1,,,4808
2510,1200,Ready to Move,,,,7083
2511,1500,Ready to Move,2,,,5200
2512,600,New Launch,2,,,10000
2513,900,New Launch,3,,,27778
2514,700,Ready to Move,4,,,23571
2516,1900,Ready to Move,2,,,3579
2517,900,Ready to Move,0,,,8889
2518,1200,Ready to Move,3,,,6000
2519,600,Ready to Move,4,,,17500
2520,750,Ready to Move,1,,,3333
2521,602,Ready to Move,1,,,4734
2522,800,New Launch,1,,,18125
2523,1400,Ready to Move,0,,,6857
2524,1200,Under Construction,4,,,16583
2525,600,Ready to Move,1,,,8000
2526,2400,Ready to Move,3,,,4583
2527,800,,2,,,16
2528,1080,New Launch,1,,,5093
2529,1150,Ready to Move,2,,,4174
2530,1086,Ready to Move,1,,,2855
2531,1050,Ready to Move,2,,,9714
2532,1573,Ready to Move,2,,,5722
2533,1250,Ready to Move,3,,,12800
2534,630,Ready to Move,3,,,22222
2536,1000,Ready to Move,0,,,5500
2537,4500,Ready to Move,4,,,8000
2541,20457,Ready to Move,2,,,635
2542,5000,Ready to Move,,,,1080
2543,9000,Ready to Move,2,,,1444
2545,44,Ready to Move,1,,,81818
2546,400,Ready to Move,2,,,21500
2547,400,Ready to Move,1,,,20750
2548,1500,Ready to Move,1,,,4333
2549,600,Ready to Move,1,,,10333
2550,560,Ready to Move,2,,,7143
2551,2000,Ready to Move,2,,,6300
2552,30,New Launch,1,,,103333
2553,900,Ready to Move,1,,,10000
